id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,Z-7_MA_AA,Z-8_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,I-7_MA_AA,I-8_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,T-7_MA_AA,T-8_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,S-7_MA_AA,S-8_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA,chi-7_MA_AA,chi-8_MA_AA,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,Z-7_MD_AA,Z-8_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,I-7_MD_AA,I-8_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,T-7_MD_AA,T-8_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,S-7_MD_AA,S-8_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA,chi-7_MD_AA,chi-8_MD_AA,Z-0_FA_AA,Z-1_FA_AA,Z-2_FA_AA,Z-3_FA_AA,Z-4_FA_AA,Z-5_FA_AA,Z-6_FA_AA,Z-7_FA_AA,Z-8_FA_AA,I-0_FA_AA,I-1_FA_AA,I-2_FA_AA,I-3_FA_AA,I-4_FA_AA,I-5_FA_AA,I-6_FA_AA,I-7_FA_AA,I-8_FA_AA,T-0_FA_AA,T-1_FA_AA,T-2_FA_AA,T-3_FA_AA,T-4_FA_AA,T-5_FA_AA,T-6_FA_AA,T-7_FA_AA,T-8_FA_AA,S-0_FA_AA,S-1_FA_AA,S-2_FA_AA,S-3_FA_AA,S-4_FA_AA,S-5_FA_AA,S-6_FA_AA,S-7_FA_AA,S-8_FA_AA,chi-0_FA_AA,chi-1_FA_AA,chi-2_FA_AA,chi-3_FA_AA,chi-4_FA_AA,chi-5_FA_AA,chi-6_FA_AA,chi-7_FA_AA,chi-8_FA_AA,target_barrier
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929,2772,3003,3157,847,0,0,0,0,1,4,7,14,11,0,0,0,0,16,44,84,108,44,0,0,0,0,1.988,4.47,6.514,8.982,4.808,0,0,0,0,4.84,24.684,40.458,73.568,53.24,0,0,0,0,0,272,500,1037,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,29,33,0,0,0,0,0,2.47,5.25,13.37,12.1,0,0,0,0,0,-2.42,-2.99,-2.64,0,0,0,0,0,6776,7084,8646,9324,5284,2708,1356,402,36,37,74,138,188,238,296,236,126,36,212,548,806,996,1098,950,596,234,36,12.291,32.314,51.232,65.561,71.776,64.18,41.459,17.968,3.46,221.044,458.071,818.978,1099.311,1456.484,1762.512,1328.619,682.044,174.24,18.2
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929,3388,3003,3157,847,0,0,0,0,1,4,7,14,11,0,0,0,0,16,44,84,108,44,0,0,0,0,1.988,5.02,6.514,8.982,4.808,0,0,0,0,4.84,22.792,40.458,73.568,53.24,0,0,0,0,0,264,500,1037,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,29,33,0,0,0,0,0,2.08,5.25,13.37,12.1,0,0,0,0,0,-1.56,-2.99,-2.64,0,0,0,0,0,6968,8332,9094,9932,5940,2884,1356,402,36,37,74,138,188,238,296,236,126,36,212,548,806,996,1098,950,596,234,36,12.958,33.656,53.189,68.923,76.745,66.84,41.459,17.968,3.46,215.866,450.503,805.596,1071.464,1398.968,1720.888,1328.619,682.044,174.24,8
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,5929,3465,2310,3157,847,0,0,0,0,1,5,5,14,11,0,0,0,0,25,60,95,135,55,0,0,0,0,1.988,5.273,5.146,8.982,4.808,0,0,0,0,4.84,33.44,28.05,73.568,53.24,0,0,0,0,0,340,355,1037,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,43,44,0,0,0,0,0,3.31,3.4,13.37,12.1,0,0,0,0,0,-4.2,-1.75,-2.64,0,0,0,0,0,6792,8454,7812,9328,5466,2168,1158,402,36,36,74,140,186,244,262,192,126,36,220,580,842,1052,1096,864,552,234,36,12.084,33.513,51.146,64.945,71.548,55.709,34.844,17.968,3.46,220.21,460.447,865.929,1106.919,1563.711,1577.941,1055.643,682.044,174.24,19.4
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929,3465,2849,3234,847,0,0,0,0,1,4,6,15,11,0,0,0,0,16,40,84,112,44,0,0,0,0,1.988,4.977,6.148,9.419,4.808,0,0,0,0,4.84,24.068,34.738,78.408,53.24,0,0,0,0,0,263,425,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,32,33,0,0,0,0,0,2.11,4.1,14.47,12.1,0,0,0,0,0,-2.14,-2.59,-2.64,0,0,0,0,0,6986,8456,8854,10028,5964,2802,1394,424,36,37,74,138,184,232,278,242,148,36,212,544,792,962,1058,966,650,256,36,12.964,33.434,52.758,68.262,75.791,65.586,43.635,20.082,3.46,216.604,453.039,814.401,1058.98,1393.238,1631.172,1349.915,788.524,174.24,9
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929,2618,3311,3311,847,0,0,0,0,1,4,7,16,11,0,0,0,0,16,44,92,116,44,0,0,0,0,1.988,4.568,7.177,9.856,4.808,0,0,0,0,4.84,22.726,40.348,83.248,53.24,0,0,0,0,0,274,496,1189,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,33,0,0,0,0,0,2.4,4.78,15.57,12.1,0,0,0,0,0,-1.53,-2.94,-2.64,0,0,0,0,0,6770,6846,9174,9704,5540,3138,1610,446,36,39,78,142,192,250,320,294,170,36,220,564,830,1048,1216,1142,750,278,36,13.086,34.134,53.814,70.272,79.839,76.064,52.756,22.196,3.46,224.463,474.58,827.349,1089.074,1464.518,1852.888,1630.151,895.004,174.24,6.2
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929,2618,3388,3234,847,0,0,0,0,1,4,7,15,11,0,0,0,0,16,44,88,112,44,0,0,0,0,1.988,4.568,7.149,9.419,4.808,0,0,0,0,4.84,22.726,41.426,78.408,53.24,0,0,0,0,0,274,495,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,32,33,0,0,0,0,0,2.4,4.8,14.47,12.1,0,0,0,0,0,-1.53,-3.43,-2.64,0,0,0,0,0,6782,6846,9316,9606,5558,3148,1548,424,36,38,76,140,190,244,308,264,148,36,216,556,818,1022,1156,1044,672,256,36,12.961,33.652,53.305,69.298,78.108,73.093,48.478,20.082,3.46,222.362,465.859,818.285,1087.019,1445.76,1818.339,1497.051,788.524,174.24,4.4
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929,2695,3311,3850,847,0,0,0,0,1,4,7,16,11,0,0,0,0,16,44,92,116,44,0,0,0,0,1.988,4.54,7.177,10.349,4.808,0,0,0,0,4.84,23.804,40.348,85.976,53.24,0,0,0,0,0,273,496,1182,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,33,0,0,0,0,0,2.42,4.78,15.22,12.1,0,0,0,0,0,-2.02,-2.94,-3.88,0,0,0,0,0,6846,7096,9330,10856,6016,3678,2198,600,36,39,78,142,192,250,320,294,170,36,220,564,830,1048,1216,1142,750,278,36,13.396,34.56,54.198,71.085,81.329,78.979,57.432,24.583,3.46,234.196,485.559,844.669,1110.005,1518.74,1915.763,1718.538,955.02,174.24,12.4
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929,2695,3311,4466,847,0,0,0,0,1,4,7,16,11,0,0,0,0,16,44,92,116,44,0,0,0,0,1.988,4.54,7.177,10.899,4.808,0,0,0,0,4.84,23.804,40.348,84.084,53.24,0,0,0,0,0,273,496,1174,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,33,0,0,0,0,0,2.42,4.78,14.83,12.1,0,0,0,0,0,-2.02,-2.94,-3.02,0,0,0,0,0,7038,7192,9442,12088,6464,4270,2870,776,36,39,78,142,192,250,320,294,170,36,220,564,830,1048,1216,1142,750,278,36,14.063,35.129,54.752,72.185,83.286,82.38,62.642,27.243,3.46,229.018,481.173,839.44,1106.221,1505.358,1888.605,1657.237,913.396,174.24,11.5
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929,3927,2849,3234,847,0,0,0,0,1,6,6,15,11,0,0,0,0,36,96,126,168,66,0,0,0,0,1.988,6.401,6.148,9.419,4.808,0,0,0,0,4.84,38.94,34.738,78.408,53.24,0,0,0,0,0,411,425,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,62,55,0,0,0,0,0,3.92,4.1,14.47,12.1,0,0,0,0,0,-4.5,-2.59,-2.64,0,0,0,0,0,6874,9604,9318,10472,6468,2934,1394,424,36,39,82,152,208,292,322,242,148,36,248,680,992,1326,1438,1098,650,256,36,13.299,38.156,58.7,77.069,89.285,72.474,43.635,20.082,3.46,239.527,524.613,943.254,1272.461,1875.091,1958.356,1349.915,788.524,174.24,4.9
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929,2772,2926,3234,847,0,0,0,0,1,4,7,15,11,0,0,0,0,16,44,88,112,44,0,0,0,0,1.988,4.47,6.585,9.419,4.808,0,0,0,0,4.84,24.684,39.578,78.408,53.24,0,0,0,0,0,272,501,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,32,33,0,0,0,0,0,2.47,5.2,14.47,12.1,0,0,0,0,0,-2.42,-2.59,-2.64,0,0,0,0,0,6762,7086,8504,9418,5282,2688,1416,424,36,38,76,140,190,244,308,264,148,36,216,556,818,1022,1156,1044,672,256,36,12.456,32.828,51.825,66.679,73.685,67.272,45.75,20.082,3.46,223.292,469.407,828.438,1102.055,1482.672,1801.54,1456.395,788.524,174.24,17.1
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929,3388,2926,3234,847,0,0,0,0,1,4,7,15,11,0,0,0,0,16,44,88,112,44,0,0,0,0,1.988,5.02,6.585,9.419,4.808,0,0,0,0,4.84,22.792,39.578,78.408,53.24,0,0,0,0,0,264,501,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,32,33,0,0,0,0,0,2.08,5.2,14.47,12.1,0,0,0,0,0,-1.56,-2.59,-2.64,0,0,0,0,0,6954,8334,8952,10010,5954,2864,1416,424,36,38,76,140,190,244,308,264,148,36,216,556,818,1022,1156,1044,672,256,36,13.122,34.169,53.783,70.08,78.895,69.932,45.75,20.082,3.46,218.114,461.839,815.056,1074.896,1421.372,1759.916,1456.395,788.524,174.24,6.2
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,5929,2849,2849,3234,847,0,0,0,0,1,4,6,15,11,0,0,0,0,16,40,84,112,44,0,0,0,0,1.988,4.343,6.148,9.419,4.808,0,0,0,0,4.84,25.872,34.738,78.408,53.24,0,0,0,0,0,271,425,1113,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,32,33,0,0,0,0,0,2.56,4.1,14.47,12.1,0,0,0,0,0,-2.96,-2.59,-2.64,0,0,0,0,0,6778,7224,8406,9436,5292,2626,1394,424,36,37,74,138,184,232,278,242,148,36,212,544,792,962,1058,966,650,256,36,12.249,32.165,50.499,64.338,69.779,62.517,43.635,20.082,3.46,222.458,456.647,827.16,1084.876,1451.688,1670.86,1349.915,788.524,174.24,18.6
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929,3465,2849,3619,1078,0,0,0,0,1,4,6,15,14,0,0,0,0,16,40,84,124,56,0,0,0,0,1.988,4.977,6.148,10.011,6.119,0,0,0,0,4.84,24.068,34.738,79.178,67.76,0,0,0,0,0,263,425,1108,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,29,42,0,0,0,0,0,2.11,4.1,14.05,15.4,0,0,0,0,0,-2.14,-2.59,-2.99,0,0,0,0,0,7024,8562,8962,10834,6816,3336,1984,780,102,40,80,150,190,238,296,272,232,102,230,580,822,998,1130,1128,926,484,102,13.689,35.388,55.269,70.804,80.766,73.86,55.775,34.794,9.802,232.786,488.827,885.354,1094.18,1428.151,1750.845,1541.623,1246.872,493.68,9.4
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929,2618,3311,3696,1078,0,0,0,0,1,4,7,16,14,0,0,0,0,16,44,92,128,56,0,0,0,0,1.988,4.568,7.177,10.448,6.119,0,0,0,0,4.84,22.726,40.348,84.018,67.76,0,0,0,0,0,274,496,1184,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,32,42,0,0,0,0,0,2.4,4.78,15.15,15.4,0,0,0,0,0,-1.53,-2.94,-2.99,0,0,0,0,0,6808,6952,9282,10510,6282,3666,2246,808,102,42,84,154,198,256,338,330,260,102,238,600,860,1084,1294,1322,1044,512,102,13.811,36.088,56.324,72.814,84.57,84.412,66.514,37.485,9.802,240.645,510.368,898.302,1124.274,1499.004,1966.294,1857.059,1382.392,493.68,7.6
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929,2618,3388,3619,1078,0,0,0,0,1,4,7,15,14,0,0,0,0,16,44,88,124,56,0,0,0,0,1.988,4.568,7.149,10.011,6.119,0,0,0,0,4.84,22.726,41.426,79.178,67.76,0,0,0,0,0,274,495,1108,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,29,42,0,0,0,0,0,2.4,4.8,14.05,15.4,0,0,0,0,0,-1.53,-3.43,-2.99,0,0,0,0,0,6820,6952,9424,10412,6300,3686,2180,780,102,41,82,152,196,250,326,300,232,102,234,592,848,1058,1234,1218,954,484,102,13.686,35.607,55.815,71.84,82.839,81.424,61.938,34.794,9.802,238.545,501.647,889.238,1122.219,1480.246,1932.088,1728.887,1246.872,493.68,5.6
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929,2695,3311,4235,1078,0,0,0,0,1,4,7,16,14,0,0,0,0,16,44,92,128,56,0,0,0,0,1.988,4.54,7.177,10.942,6.119,0,0,0,0,4.84,23.804,40.348,86.746,67.76,0,0,0,0,0,273,496,1177,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,32,42,0,0,0,0,0,2.42,4.78,14.8,15.4,0,0,0,0,0,-2.02,-2.94,-4.23,0,0,0,0,0,6884,7202,9438,11662,6768,4212,2904,1004,102,42,84,154,198,256,338,330,260,102,238,600,860,1084,1294,1322,1044,512,102,14.122,36.514,56.708,73.627,86.043,87.29,71.484,40.523,9.802,250.378,521.347,915.622,1145.205,1553.569,2035.637,1946.314,1458.776,493.68,12.6
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929,2695,3311,4851,1078,0,0,0,0,1,4,7,16,14,0,0,0,0,16,44,92,128,56,0,0,0,0,1.988,4.54,7.177,11.491,6.119,0,0,0,0,4.84,23.804,40.348,84.854,67.76,0,0,0,0,0,273,496,1169,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,32,42,0,0,0,0,0,2.42,4.78,14.41,15.4,0,0,0,0,0,-2.02,-2.94,-3.37,0,0,0,0,0,7076,7298,9550,12894,7216,4804,3656,1228,102,42,84,154,198,256,338,330,260,102,238,600,860,1084,1294,1322,1044,512,102,14.788,37.083,57.262,74.727,88.001,90.691,77.022,43.908,9.802,245.201,516.961,910.393,1141.421,1540.187,2008.479,1884.411,1405.8,493.68,11.9
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929,3927,2849,3619,1078,0,0,0,0,1,6,6,15,14,0,0,0,0,36,96,126,186,84,0,0,0,0,1.988,6.401,6.148,10.011,6.119,0,0,0,0,4.84,38.94,34.738,79.178,67.76,0,0,0,0,0,411,425,1108,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,59,70,0,0,0,0,0,3.92,4.1,14.05,15.4,0,0,0,0,0,-4.5,-2.59,-2.99,0,0,0,0,0,6912,9710,9426,11278,7380,3504,1984,780,102,42,88,164,214,298,352,272,232,102,266,716,1022,1374,1558,1296,926,484,102,14.024,40.11,61.21,79.612,95.108,82.626,55.775,34.794,9.802,255.709,560.401,1014.207,1307.661,1914.736,2167.261,1541.623,1246.872,493.68,6.4
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929,2772,2926,3619,1078,0,0,0,0,1,4,7,15,14,0,0,0,0,16,44,88,124,56,0,0,0,0,1.988,4.47,6.585,10.011,6.119,0,0,0,0,4.84,24.684,39.578,79.178,67.76,0,0,0,0,0,272,501,1108,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,29,42,0,0,0,0,0,2.47,5.2,14.05,15.4,0,0,0,0,0,-2.42,-2.59,-2.99,0,0,0,0,0,6800,7192,8612,10224,6044,3178,2012,780,102,41,82,152,196,250,326,300,232,102,234,592,848,1058,1234,1218,954,484,102,13.181,34.782,54.336,69.221,78.357,75.137,58.466,34.794,9.802,239.474,505.195,899.391,1137.255,1517.781,1926.449,1677.143,1246.872,493.68,17.2
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929,2849,2849,3619,1078,0,0,0,0,1,4,6,15,14,0,0,0,0,16,40,84,124,56,0,0,0,0,1.988,4.343,6.148,10.011,6.119,0,0,0,0,4.84,25.872,34.738,79.178,67.76,0,0,0,0,0,271,425,1108,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,29,42,0,0,0,0,0,2.56,4.1,14.05,15.4,0,0,0,0,0,-2.96,-2.59,-2.99,0,0,0,0,0,6816,7330,8514,10242,6064,3112,1984,780,102,40,80,150,190,238,296,272,232,102,230,580,822,998,1130,1128,926,484,102,12.974,34.119,53.01,66.88,74.376,69.954,55.775,34.794,9.802,238.641,492.435,898.113,1120.076,1487.175,1801.357,1541.623,1246.872,493.68,18.6
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,5929,4697,2772,3696,1386,0,0,0,0,1,5,6,18,18,0,0,0,0,25,65,120,180,90,0,0,0,0,1.988,6.416,6.176,11.421,7.868,0,0,0,0,4.84,29.766,33.66,91.74,87.12,0,0,0,0,0,324,426,1338,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,54,72,0,0,0,0,0,2.5,4.08,17.28,19.8,0,0,0,0,0,-2.53,-2.1,-2.1,0,0,0,0,0,7230,11362,10610,12468,9036,3960,1908,864,162,48,96,186,264,378,468,378,324,162,288,762,1128,1584,1836,1620,1188,648,162,15.565,43.141,69.711,95.839,119.867,104.447,67.624,45.198,15.568,265.984,558.72,1024.519,1477.752,2220.591,2637.018,1998.045,1651.32,784.08,6.5
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929,3234,3850,3773,1386,0,0,0,0,1,4,8,19,18,0,0,0,0,16,48,108,148,72,0,0,0,0,1.988,5.076,8.136,11.858,7.868,0,0,0,0,4.84,20.856,46.838,96.58,87.12,0,0,0,0,0,266,566,1414,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,39,54,0,0,0,0,0,2.04,5.51,18.38,19.8,0,0,0,0,0,-0.68,-3.69,-2.1,0,0,0,0,0,7014,8520,11234,12262,8388,4708,2508,900,162,50,98,186,266,374,518,486,360,162,284,736,1092,1532,1896,1850,1368,684,162,15.686,41.98,68.248,96.37,119.397,119.488,88.159,48.658,15.568,273.843,565.125,1001.765,1446.523,2114.151,2898.28,2655.933,1825.56,784.08,4.3
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929,3234,3927,3696,1386,0,0,0,0,1,4,8,18,18,0,0,0,0,16,48,104,144,72,0,0,0,0,1.988,5.076,8.108,11.421,7.868,0,0,0,0,4.84,20.856,47.916,91.74,87.12,0,0,0,0,0,266,565,1338,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,36,54,0,0,0,0,0,2.04,5.53,17.28,19.8,0,0,0,0,0,-0.68,-4.18,-2.1,0,0,0,0,0,7026,8520,11376,12180,8404,4716,2448,864,162,49,96,184,264,368,504,450,324,162,280,728,1080,1504,1826,1728,1260,648,162,15.561,41.498,67.739,95.381,117.416,116.039,82.913,45.198,15.568,271.742,556.404,992.701,1443.635,2102.024,2856.69,2511.261,1651.32,784.08,2.7
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929,3311,3850,4312,1386,0,0,0,0,1,4,8,19,18,0,0,0,0,16,48,108,148,72,0,0,0,0,1.988,5.048,8.136,12.352,7.868,0,0,0,0,4.84,21.934,46.838,99.308,87.12,0,0,0,0,0,265,566,1407,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,39,54,0,0,0,0,0,2.06,5.51,18.03,19.8,0,0,0,0,0,-1.17,-3.69,-3.34,0,0,0,0,0,7090,8770,11406,13428,8988,5360,3180,1152,162,50,98,186,266,374,518,486,360,162,284,736,1092,1532,1896,1850,1368,684,162,15.997,42.405,68.618,97.155,121.082,122.792,93.829,52.564,15.568,283.576,576.104,1018.252,1470.345,2172.203,2983.563,2759.349,1923.768,784.08,10.2
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929,3311,3850,4928,1386,0,0,0,0,1,4,8,19,18,0,0,0,0,16,48,108,148,72,0,0,0,0,1.988,5.048,8.136,12.901,7.868,0,0,0,0,4.84,21.934,46.838,97.416,87.12,0,0,0,0,0,265,566,1399,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,39,54,0,0,0,0,0,2.06,5.51,17.64,19.8,0,0,0,0,0,-1.17,-3.69,-2.48,0,0,0,0,0,7282,8866,11518,14660,9564,6064,3948,1440,162,50,98,186,266,374,518,486,360,162,284,736,1092,1532,1896,1850,1368,684,162,16.664,42.975,69.172,98.255,123.32,126.724,100.147,56.916,15.568,278.399,571.718,1013.023,1466.561,2160.284,2951.33,2687.625,1855.656,784.08,9.4
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929,3388,3465,3696,1386,0,0,0,0,1,4,8,18,18,0,0,0,0,16,48,104,144,72,0,0,0,0,1.988,4.977,7.544,11.421,7.868,0,0,0,0,4.84,22.814,46.068,91.74,87.12,0,0,0,0,0,264,571,1338,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,36,54,0,0,0,0,0,2.11,5.93,17.28,19.8,0,0,0,0,0,-1.57,-3.34,-2.1,0,0,0,0,0,7006,8760,10596,11924,8068,4212,2232,864,162,49,96,184,264,368,504,450,324,162,280,728,1080,1504,1826,1728,1260,648,162,15.056,40.673,66.209,92.379,112.25,108.778,78.449,45.198,15.568,272.672,559.952,1001.341,1465.35,2144.767,2857.122,2444.733,1651.32,784.08,13.8
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929,4004,3465,3696,1386,0,0,0,0,1,4,8,18,18,0,0,0,0,16,48,104,144,72,0,0,0,0,1.988,5.527,7.544,11.421,7.868,0,0,0,0,4.84,20.922,46.068,91.74,87.12,0,0,0,0,0,256,571,1338,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,36,54,0,0,0,0,0,1.72,5.93,17.28,19.8,0,0,0,0,0,-0.71,-3.34,-2.1,0,0,0,0,0,7198,10008,11172,12628,8836,4500,2232,864,162,49,96,184,264,368,504,450,324,162,280,728,1080,1504,1826,1728,1260,648,162,15.723,42.015,68.448,96.311,118.568,113.13,78.449,45.198,15.568,267.495,552.384,989.421,1433.117,2073.043,2789.01,2444.733,1651.32,784.08,4.8
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_fluoride_1_smi1_1_s_1,5929,4081,2772,3696,1386,0,0,0,0,1,5,6,18,18,0,0,0,0,25,65,120,180,90,0,0,0,0,1.988,5.781,6.176,11.421,7.868,0,0,0,0,4.84,31.57,33.66,91.74,87.12,0,0,0,0,0,332,426,1338,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,54,72,0,0,0,0,0,2.95,4.08,17.28,19.8,0,0,0,0,0,-3.35,-2.1,-2.1,0,0,0,0,0,7022,10130,9906,11892,8268,3672,1908,864,162,48,96,186,264,378,468,378,324,162,288,762,1128,1584,1836,1620,1188,648,162,14.849,41.872,66.534,91.897,112.577,99.425,67.624,45.198,15.568,271.839,562.328,1041.526,1502.844,2288.979,2701.962,1998.045,1651.32,784.08,13.4
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929,3311,3773,4389,1386,0,0,0,0,1,4,8,20,18,0,0,0,0,16,48,112,152,72,0,0,0,0,1.988,5.048,8.206,12.789,7.868,0,0,0,0,4.84,21.934,45.958,104.148,87.12,0,0,0,0,0,265,567,1483,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42,54,0,0,0,0,0,2.06,5.46,19.13,19.8,0,0,0,0,0,-1.17,-3.29,-3.34,0,0,0,0,0,7076,8772,11264,13508,8978,5332,3256,1188,162,51,100,188,268,380,532,524,396,162,288,744,1104,1560,1968,1976,1478,720,162,16.161,42.919,69.211,98.315,123.36,126.837,99.818,56.023,15.568,285.824,587.44,1027.712,1474.089,2190.571,3025.991,2926.285,2098.008,784.08,8.5
